"ID_Substanz";"Name";"Parameter-ID";"CASNr - Gemisch";"Kommentar";"Chem_ID_OZ";"Micropol_ID";"AnalytikDB_ID";"PPDB_ID";"relevante Isomere";"InChIKey"
228;"Metamitron";"Metamitron";"41394-05-2";"";318;45;58;448;;"VHCNQEUWZYOAEV-UHFFFAOYSA-N"
229;"Metazachlor";"Metazachlor";"67129-08-2";"EQS basiert auf Gemisch?";319;73;269;450;1;"STEPQTYSZVCJPV-UHFFFAOYSA-N"
230;"Metconazol";"Metconazol";"125116-23-6";"";320;58658638;3171;451;;"XWPZUHJBOLQNMN-UHFFFAOYSA-N"
231;"Methidathion";"Methidathion";"950-37-8";"";322;58658349;3096;456;;"MEBQXILRKZHVCX-UHFFFAOYSA-N"
232;"Methiocarb";"Methiocarb";"2032-65-7";"";323;56233883;2937;457;;"YFBPRJGDJKVWAH-UHFFFAOYSA-N"
233;"Methomyl";"Methomyl";"16752-77-5";"";326;;2942;458;;"UHXUZOCRWCRNSJ-QPJJXVBHSA-N"
234;"Methoxyfenozid";"Methoxyfenozid";"161050-58-4";"";327;397;2935;461;;"QCAWEPFNJXQPAN-UHFFFAOYSA-N"
235;"Methylbutenol";;"115-18-4";"";;;;;;
236;"Metiram";;"9006-42-2";"Hat in Footprint zwei Nummern 9006-42-2 / 9063-14-3";;;;463;;"VHQATEKXKUZBLS-UHFFFAOYSA-L"
237;"Metosulam";"Metosulam";"139528-85-1";"";331;;3172;466;;"VGHPMIFEKOFHHQ-UHFFFAOYSA-N"
238;"Metoxuron";"Metoxuron";"19937-59-8";"";332;193;3204;467;;"DSRNRYQBBJQVCW-UHFFFAOYSA-N"
239;"Metrafenon";"Metrafenon";"220899-03-6";"";333;58658724;3063;468;;"AMSPWOYQQAWRRM-UHFFFAOYSA-N"
240;"Metribuzin";"Metribuzin";"21087-64-9";"";334;44;90;469;;"FOXFZRUHNHCZPX-UHFFFAOYSA-N"
241;"Metsulfuron-methyl";"Metsulfuron-methyl";"74223-64-6";"";335;238;128;470;;"RSMUVYRMZCOLBH-UHFFFAOYSA-N"
242;"Mevinphos";"Mevinphos";"7786-34-7";"(26718-65-0€/338-45-4(Z))";336;56233884;3531;471;;"GEPDYQSQVLXLEU-AATRIKPKSA-N"
243;"Milbemectin";;"51596-10-2/51596-11-3";"A3/A4, Gemisch von A4 und A3, Gemisch heisst Milbemectin und die einzelnen Milbemycin A3 und A4! CIPAC Nummer gibt es nur eine! in Footprint DB ja, BLW Statistikdaten nein";;;11171;472;;"VOZIAWLUULBIPN-LRBNAKOISA-N"
246;"Monolinuron";"Monolinuron";"1746-81-2";"";339;194;3173;475;;"LKJPSUCKSLORMF-UHFFFAOYSA-N"
248;"Myclobutanil";"Myclobutanil";"88671-89-0";"";342;58658621;2957;478;;"HZJKXKUJVSEEFU-UHFFFAOYSA-N"
249;"Napropamid";"Napropamid";"15299-99-7";"";346;239;120;481;;"WXZVAROIGSFCFJ-UHFFFAOYSA-N"
251;"Natriumhexafluorosilikat";;"16893-85-9";"";;;;3634;;
255;"Nicosulfuron";"Nicosulfuron";"111991-09-4";"";349;56233811;129;484;;"RTCOGUMHFFWOJV-UHFFFAOYSA-N"
256;"Novaluron";"Novaluron";"116714-46-6";"";353;;3550;487;;"NJPPVKZQTLUDBO-UHFFFAOYSA-N"
257;"Caprylsäure";;"124-07-2";"Octansäure";;;;3580;;
258;"Oleum Foeniculi";;"84455-29-8";"Kein einzelnes Molekül,  BLW Statistikdaten nein";;;;;;
259;"Orbencarb";"Orbencarb";"34622-58-7";"";;56233813;69;493;;"LLLFASISUZUJEQ-UHFFFAOYSA-N"
261;"Biphenyl-2-ol";;"90-43-7";"";75;;3194;1340;;"LLEMOWNGBBNAJR-UHFFFAOYSA-N"
262;"Oryzalin";"Oryzalin";"19044-88-3";"";358;398;3099;494;;"UNAHYJYOSSSJHH-UHFFFAOYSA-N"
263;"Oxadiargyl";"Oxadiargyl";"39807-15-3";"";359;;3551;495;;"DVOODWOZJVJKQR-UHFFFAOYSA-N"
264;"Oxychinolin";;"148-24-3";"";;;4005;1354;;"MCJGNVYPOGVAJF-UHFFFAOYSA-N"
265;"Oxyfluorfen";"Oxyfluorfen";"42874-03-3";"";543;58658546;3174;502;;"OQMBBFQZGJFLBU-UHFFFAOYSA-N"
266;"Paclobutrazol";"Paclobutrazol";"76738-62-0";"";363;58658662;3705;504;;"RMOGWMIKYWRTKW-LSLKUGRBSA-N"
268;"Para-tertiär Amylphenol";;"	80-46-6";"";;;;;;
270;"Pelargonsäure";;"112-05-0";"Nonansäure";366;;;1327;;"FBUKVWPVBMHYJY-UHFFFAOYSA-N"
271;"Penconazol";"Penconazol";"66246-88-6";"";367;196;3107;509;;"WKBPZYKAUNRMKP-UHFFFAOYSA-N"
272;"Pencycuron";"Pencycuron";"66063-05-6";"";368;58658560;3064;510;;"OGYFATSSENRIKG-UHFFFAOYSA-N"
273;"Pendimethalin";"Pendimethalin";"40487-42-1";"";369;59;3116;511;;"CHIFOSRWCNZCFN-UHFFFAOYSA-N"
274;"Permethrin";"Permethrin";"52645-53-1";"";375;197;3074;515;;"RLLPVAHGXHCWKJ-UHFFFAOYSA-N"
275;"Pethoxamid";"Pethoxamid";"106700-29-2";"";376;56233816;700;1011;;"CSWIKHNSBZVWNQ-UHFFFAOYSA-N"
276;"Phenmedipham";"Phenmedipham";"13684-63-4";"";377;56233817;94;516;;"IDOWTHOLJBTAFI-UHFFFAOYSA-N"
277;"Phosalon";"Phosalon";"2310-17-0";"";379;58658550;3473;520;;"IOUNQDKNJZEDEP-UHFFFAOYSA-N"
278;"Picoxystrobin";"Picoxystrobin";"117428-22-5";"";384;58658594;3816;527;;"IBSNKSODLGJUMQ-SDNWHVSQSA-N"
279;"Pinolene";;"31393-98-3";"";;;;;;
280;"Pinoxaden";"Pinoxaden";"243973-20-8";"";385;58658380;704;528;;"MGOHCFMYLBAPRN-UHFFFAOYSA-N"
281;"Piperonylbutoxid";"Piperonylbutoxid";"51-03-6";"";386;;2990;529;;"FIPWRIJSWJWJAI-UHFFFAOYSA-N"
282;"Pirimicarb";"Pirimicarb";"23103-98-2";"";387;198;2711;530;;"YFGYUFNIOHWBOB-UHFFFAOYSA-N"
283;"Polyethermodifiziertes Trisiloxan";;"134180-760";"";;;;;;
284;"Polyglycol";;;"Keine CAS möglich, nicht in Anhang1";;;;;;
285;"Polysiloxan";;;"Keine CAS möglich, nicht in Anhang1";;;;;;
286;"Prochloraz";"Prochloraz";"67747-09-5";"";390;56233818;96;536;;"TVLSRXXIMLFWEO-UHFFFAOYSA-N"
287;"Prohexadione";;"88805-35-0";"";;;4099;539;;"QKWLAUAUUGXSSE-UHFFFAOYSA-L"
288;"Propachlor";"Propachlor";"1918-16-7";"";393;199;708;543;;"MFOUDYKPLGXPGO-UHFFFAOYSA-N"
290;"Propamocarb";"Propamocarb";"24579-73-5";"Propamocarb alleine, Footprint DB ja, BLW Statistkdaten ja - aber der war verknüpft mit der Substanz Fosetyl (wurde getrennt)";395;400;2945;1546;;"WZZLDXDUQPOXNW-UHFFFAOYSA-N"
292;"Propaquizafop";"Propaquizafop";"111479-05-1";"";396;56233822;122;546;;"FROBCXTULYFHEJ-OAHLLOKOSA-N"
293;"Propiconazol";"Propiconazol";"60207-90-1";"";397;401;212;551;;"STJLVHWMYQXCPB-UHFFFAOYSA-N"
294;"Propineb";;"12071-83-9/9016-72-2";"Monomer/Homopolymer";398;;;552;;"HLQULFUYWRYRJQ-UHFFFAOYSA-M"
295;"Propoxycarbazon";"Propoxycarbazon";"145026-81-9";"Propoxycarbazone-sodium in den ZAAUI Daten, link zu PPDB geht zu Propoxycarbazone sodium weil dort alle infos";;;3499;554;;"JTHMVYBOQLDDIY-UHFFFAOYSA-N"
296;"Propyzamid";"Propyzamid";"23950-58-5";"";400;56233887;3175;556;;"PHNUZKMIPFFYSO-UHFFFAOYSA-N"
297;"Proquinazid";"Proquinazid";"189278-12-4";"";401;58658622;3491;555;;"FLVBXVXXXMLMOX-UHFFFAOYSA-N"
298;"Prosulfocarb";"Prosulfocarb";"52888-80-9";"";402;56233824;71;557;;"NQLVQOSNDJXLKG-UHFFFAOYSA-N"
300;"Prothioconazol";"Prothioconazol";"178928-70-6";"";403;;3813;559;;"MNHVNIJQQRJYDH-UHFFFAOYSA-N"
301;"Pymetrozin";"Pymetrozin";"123312-89-0";"";406;402;2947;562;;"QHMTXANCGGJZRX-WUXMJOGZSA-N"
302;"Pyraclostrobin";"Pyraclostrobin";"175013-18-0";"";407;58658514;2779;564;;"HZRSNVGNWUDEFX-UHFFFAOYSA-N"
303;"Pyraflufen-ethyl";"Pyraflufen-ethyl";"129630-19-9";"Cas Nr. Pyraflufen 129630-19-9";520;;3552;565;;"APTZNLHMIGJTEW-UHFFFAOYSA-N"
304;"Pyrethrum";;"121-21-1";"Cas Nr. 121-21-1 für Pyrethrin I ; 8003-34-7 für Gemisch. Pyrethrum ist ein natürliches Pyrethroid besteh. Aus 6 substanzen: Pyrethrin I+II; Cinerin I+II und Jasmolin I+II";408;;4367;3035;;"ROVGZAWFACYCSP-WIURDZCKSA-N"
306;"Pyridat";"Pyridat";"55512-33-9";"";;;3208;571;;"JTZCTMAVMHRNTR-UHFFFAOYSA-N"
307;"Pyrifenox";"Pyrifenox";"88283-41-4";"";410;403;3534;572;;"CKPCAYZTYMHQEX-JXAWBTAJSA-N"
308;"Pyrimethanil";"Pyrimethanil";"53112-28-0";"";411;56233931;2712;573;;"ZLIBICFPKPWGIZ-UHFFFAOYSA-N"
310;"Quassiaextrakt";;;"Keine CAS möglich, kein einzelnes Molekül, BLW Statistikdaten ja (aber wenig)";;;;;;
311;"Quinoclamin";"Quinoclamin";"2797-51-5";"";;;3500;579;;"OBLNWSCLAYSJJR-UHFFFAOYSA-N"
312;"Quinoxyfen";"Quinoxyfen";"124495-18-7";"";416;56233912;3535;580;;"WRPIRSINYZBGPK-UHFFFAOYSA-N"
313;"Quizalofop-ethyl";"Quizalofop-ethyl";"76578-14-8";"";522;;3536;582;1;"OSUHJPCHFDQAIT-GFCCVEGCSA-N"
316;"Rhodamin";;;"Keine CAS möglich, nicht in Anhang1, fluoroszierender Farbstoff??";;;;;;
317;"Rimsulfuron";"Rimsulfuron";"122931-48-0";"";417;56233826;130;586;;"MEFOUWRMVYJCQC-UHFFFAOYSA-N"
318;"Rotenon";;"83-79-4";"";;;11307;587;;"JUVIOZPCNVVQFO-HBGVWJBISA-N"
319;"Schachtelhalmextrakt";;;"Keine CAS möglich, kein einzelnes Molekül, BLW Statistikdaten ja (aber wenig)";;;;;;
320;"Schwefel";"S-tot";"7704-34-9";"";;183;;605;;"NINIDFKCEFEMDL-UHFFFAOYSA-N"
321;"Aluminiumsulfat";;"10043-01-3";"";;;10393;26;;"DIZPMCHEQGEION-UHFFFAOYSA-H"
323;"Siliciumdioxid, amorph";"SiO2";"7631-86-9";"Siliciumoxyd hat Footprint DB ID2487 und heisst dort Kieselgur";;;10394;282;;"VYPSYNLAJGMNEJ-UHFFFAOYSA-N"
324;"Simazin";"Simazin";"122-34-9";"";421;42;262;592;;"ODCWYMIRDDJXKW-UHFFFAOYSA-N"
327;"Spinosad";"Spinosad";"168316-95-8/131929-63-0";"Gemisch aus Spinosyn A und D, Spinosyn A in der Analytik DB unter 3560";422;406;3818;596;;"JFLRKDZMHNBDQS-SGSTVUCESA-N"
328;"Spirodiclofen";"Spirodiclofen";"148477-71-8";"";423;;3815;597;;"DTDSAWVUFPGDMX-UHFFFAOYSA-N"
329;"Spiroxamin";"Spiroxamin";"118134-30-8";"";425;56233914;2789;599;;"PUYXTUJWRLOUCW-UHFFFAOYSA-N"
330;"Streptomycinsulfat";;"3810-74-0";"";;;;2472;;"QTENRWWVYAAPBI-YCRXJPFRSA-N"
331;"Styrol-Butylacrylat-Copolymerisat";;"25767-47-9";"Polymer, Ist auch Bestandteil von Patronen, Footprint DB nein, BLW Statistikdaten ja (aber wenig)";;;;;;
332;"Sulcotrion";"Sulcotrion";"99105-77-8";"";426;344;290;600;;"PQTBTIFWAXVEPB-UHFFFAOYSA-N"
333;"Sulfosulfuron";"Sulfosulfuron";"141776-32-1";"";431;58658390;3495;603;;"RBSXHDIPCIWOMG-UHFFFAOYSA-N"
335;"Tebuconazol";"Tebuconazol";"107534-96-3";"EQS basiert auf Gemisch";435;407;327;610;1;"PXMNMQRDXWABCY-UHFFFAOYSA-N"
336;"Tebufenozid";"Tebufenozid";"112410-23-8";"";436;56233961;2952;611;;"QYPNKSZPJQQLRK-UHFFFAOYSA-N"
337;"Tebufenpyrad";"Tebufenpyrad";"119168-77-3";"";437;408;3537;612;;"ZZYSLNWGKKDOML-UHFFFAOYSA-N"
338;"Teflubenzuron";"Teflubenzuron";"83121-18-0";"";439;410;2931;616;;"CJDWRQLODFKPEL-UHFFFAOYSA-N"
339;"Tembotrion";"Tembotrion";"335104-84-2";"";441;;3177;1118;;"IUQAXCIUEPFPSF-UHFFFAOYSA-N"
341;"Tepraloxydim";"Tepraloxydim";"149979-41-9";"";442;;3178;619;;"PHXHZCIAPNNPTQ-JUFJSZMKSA-N"
342;"Terbacil";"Terbacil";"5902-51-2";"";443;;3179;620;;"NBQCNZYJJMBDKY-UHFFFAOYSA-N"
343;"Terbufos";"Terbufos";"13071-79-9";"";444;;3538;621;;"XLNZEKHULJKQBA-UHFFFAOYSA-N"
344;"Terbuthylazin";"Terbuthylazin";"5915-41-3";"";446;201;284;623;;"FZXISNSWEXTPMF-UHFFFAOYSA-N"
345;"Thiabendazol";"Thiabendazol";"148-79-8";"";453;414;3180;629;;"WJCNZQLZVWNLKY-UHFFFAOYSA-N"
346;"Thiacloprid";"Thiacloprid";"111988-49-9";"Es kommt nur das z-Isomer vor. Anscheinend gibt es nur eine CAS-Nr für Z und E Isomer und das Gemisc";454;58658643;2954;630;1;"HOKKPVIRMVDYPB-UHFFFAOYSA-N"
347;"Thiamethoxam";"Thiamethoxam";"153719-23-4";"";456;58658559;2941;631;;"NWWZPOKUUAIXIW-DHZHZOJOSA-N"
349;"Thifensulfuron-methyl";"Thifensulfuron-methyl";"79277-27-3";"";459;56233837;124;635;;"AHTPATJNIAFOLR-UHFFFAOYSA-N"
350;"Thiocyclam Hydrogen Oxalat";"Thiocyclam-hydrogenoxalat";"31895-21-3";"";;58658602;11354;1065;;"DNVLJEWNNDHELH-UHFFFAOYSA-N"
351;"Thiophanat-methyl";"Thiophanat-methyl";"23564-05-8";"";461;;3539;640;;"QGHREAKMXXNCOA-UHFFFAOYSA-N"
352;"Thiram";"Thiram";"137-26-8";"";463;;3724;642;;"KUAZQDVKQLNFPE-UHFFFAOYSA-N"
354;"Triadimenol";"Triadimenol";"55219-65-3";"";470;58658404;3541;649;;"BAZVSMNPJJMILC-UHFFFAOYSA-N"
355;"Triazamat";"Triazamat";"112143-82-5";"";;;3555;652;;"NKNFWVNSBIXGLL-UHFFFAOYSA-N"
356;"Triazoxid";"Triazoxid";"72459-58-6";"";472;;3497;654;;"IQGKIPDJXCAMSM-UHFFFAOYSA-N"
357;"Tribenuron-methyl";"Tribenuron-methyl";"101200-48-0";"";473;58658728;3498;655;;"VLCQZHSMCYCDJL-UHFFFAOYSA-N"
358;"Triclopyr";"Triclopyr";"55335-06-3";"";481;56233895;2946;659;;"REEQLXCGVXDJSQ-UHFFFAOYSA-N"
359;"Trifloxystrobin";"Trifloxystrobin";"141517-21-7";"";487;417;3181;664;;"ONCZDRURRATYFI-TVJDWZFNSA-N"
360;"Triflumizol";"Triflumizol";"68694-11-1";"CasNr: Triflumizole: 68694-11-1; Triflumizol: 99387-89-0";489;58658649;3542;665;;"HSMVPDGQOIQYSR-UHFFFAOYSA-N"
361;"Trifluralin";"Trifluralin";"1582-09-8";"";490;243;123;667;;"ZSDSQXJSNMTJDA-UHFFFAOYSA-N"
362;"Triflusulfuron-methyl";"Triflusulfuron-methyl";"126535-15-7";"";491;58658407;3182;668;;"IMEVJVISCHQJRM-UHFFFAOYSA-N"
363;"Triforin";"Triforin";"26644-46-2";"";;;3556;669;;"RROQIUMZODEXOR-UHFFFAOYSA-N"
364;"Trinexapac-Ethyl";"Trinexapac-ethyl";"95266-40-3";"";493;56233840;151;672;;"RVKCCVTVZORVGD-UHFFFAOYSA-N"
365;"Tritosulfuron";"Tritosulfuron";"142469-14-5";"";497;58658521;2740;674;;"KVEQCVKVIFQSGC-UHFFFAOYSA-N"
368;"Vinclozolin";"Vinclozolin";"50471-44-8";"";502;244;3119;680;;"FSCWZHGZWWDELK-UHFFFAOYSA-N"
372;"Z11-14 Ac";;"20711-10-8";"";;;;1959;;"YJINQJFQLQIYHX-PLNGDYQASA-N"
373;"Z9-12 Ac";;"16974-11-1";"Ist eine Pheromon, Footprint DB nein, BLW Statsitkdaten ja (wenig)";;;;2117;;"MFFQOUCMBNXSBK-PLNGDYQASA-N"
375;"Zineb";;"12122-67-7";"";;;;683;;"AMHNZOICSMBGDH-UHFFFAOYSA-L"
376;"Ziram";;"137-30-4";"";;;;684;;"FNLPVVKNKZFOCR-UHFFFAOYSA-N"
377;"Zoxamid";"Zoxamid";"156052-68-5";"";506;;3558;685;;"SOUGWDPPRBKJEX-UHFFFAOYSA-N"
378;"Propan-2-ol";"Isopropanol";"67-63-0";;;;;;;"KFZMGEQAYNKOFK-UHFFFAOYSA-N"
379;"Salicylsäure";"Salicylsaeure";"69-72-7";;;58658389;3696;;;"YGSDEFSMJLZEOE-UHFFFAOYSA-N"
380;"Propan-1-ol";;"71-23-8";;;;;;;
381;"Hydrogenzyanid";;"74-90-8";;;;;;;
382;"Ethylenoxid";;"75-21-8";;;;;;;
383;"Dibromantin";;"77-48-5";;;;;3893;;
384;"Zitronensäure";;"77-92-9";;;;10593;1359;;"KRKNYBCHXYNGOX-UHFFFAOYSA-N"
385;"Linalool";;"78-70-6";;;;;2150;;"CDOSHBSSFJOMGT-UHFFFAOYSA-N"
386;"2-Chloracetamid";;"79-07-2";;;;;;;
387;"Bromessigsäure";;"79-08-3";;;;;;;
388;"Formaldehyd";;"50-00-0";;;;3983;359;;"WSFSSNUMVMOOMR-UHFFFAOYSA-N"
389;"Bronopol";"Bronopol";"52-51-7";;87;58658305;295;98;;"LVDKZNITIUWNER-UHFFFAOYSA-N"
390;"Diphenoxarsin-10-yl oxide";;"58-36-6";;;;;1614;;"VCRZAKVGPJFABU-UHFFFAOYSA-N"
391;"Chlorkresol";"Chlorkresol";"59-50-7";;;;3302;3682;;"CFKMVGJGLGKFKI-UHFFFAOYSA-N"
392;"Ethanol";;"64-17-5";;;;;1373;;"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"
393;"Ameisensäure";;"64-18-6";;;;;1749;;"BDAGIHXWWSANSR-UHFFFAOYSA-N"
394;"Glykolsäure";;"79-14-1";;;;;;;
395;"Peressigsäure";;"79-21-0";;;;;1466;;"KFSLWBXXFJQRDL-UHFFFAOYSA-N"
396;"Milchsäure";;"79-33-4";;;;;;;
397;"Warfarin";;"81-81-2";"Warfarinnatrium: 129-06-6";;;3103;681;;"PJVWKTKQMONHTI-UHFFFAOYSA-N"
398;"Anthrachinon";;"84-65-1";;;;11327;41;;"RZVHIXYEVGDQDX-UHFFFAOYSA-N"
399;"Symclosen";;"87-90-1";;;;;;;
400;"Chlorxylenol";;"88-04-0";;;;;1615;;"OSDLLIBGSJNGJE-UHFFFAOYSA-N"
401;"Naphthalin";"Naphthalin";"91-20-3";;345;99;;1312;;"UFWIBTONFRDIAS-UHFFFAOYSA-N"
402;"Dichlorophen";;"97-23-4";;;;3648;217;;"MDNWOSOZYLHTCG-UHFFFAOYSA-N"
403;"Triclocarban";;"101-20-2";;;;2988;;;
404;"Cinnamaldehyd";;"104-55-2";;;;4237;1069;;"KJPRLNWUNMBNBZ-QPJJXVBHSA-N"
405;"Geraniol";;"106-24-1";;;;;2374;;"GLZPCOQZEFWAFX-JXMROGBWSA-N"
406;"1,4-Dichlorbenzol";"1-4-Dichlorbenzol";"106-46-7";;;58658231;11345;3638;;"OCJBOOLMMGQPQU-UHFFFAOYSA-N"
407;"Glyoxal";;"107-22-2";;;;;;;
408;"Kresol";;"108-39-4";"106-44-5";;;;;;"IWDCLRJOBJJRNH-UHFFFAOYSA-N"
409;"Sorbinsäure";;"110-44-1";;;;;;;
410;"Glutaral";;"111-30-8";;;;;1567;;"SXRSQZLOMIGNAQ-UHFFFAOYSA-N"
411;"Methylnonylketon";;"112-12-9";;;;;1397;;"KYWIYKKSMDLRDC-UHFFFAOYSA-N"
412;"MGK 264";;"113-48-4";;;;;;;
413;"Propoxur";"Propoxur";"114-26-1";;;241;3197;553;;"ISRUGXGCCGIOQO-UHFFFAOYSA-N"
414;"Sulfochloranthine";;"118-52-5";;;;;3894;;
415;"Benzylbenzoat";;"120-51-4";;;;3191;1473;;"SESFRYSPDFLNCH-UHFFFAOYSA-N"
416;"Benzethoniumchlorid";;"121-54-0";;;;;;;
417;"Malathion";"Malathion";"121-75-5";;;72;3891;421;;"JXSJBGJIGXNWCI-UHFFFAOYSA-N"
418;"Fenitrothion";"Fenitrothion";"122-14-5";;202;70;3521;299;;"ZNOLGFHPUIJIMJ-UHFFFAOYSA-N"
419;"Cetalkoniumchlorid";;"122-18-9";;;;10010;;;
420;"Benzyldimethyl(octadecyl)ammoniumchlorid";;"122-19-0";;;;;;;
421;"2-Phenoxyethanol";;"122-99-6";;;;642;;;
422;"Cetylpyridiniumchlorid";;"123-03-5";;;;;;;
423;"Kohlenstoffdioxid";"CO2_frei";"124-38-9";;;;;119;;"CURLTUGMZLYLDI-UHFFFAOYSA-N"
424;"Natriumdimethylarsinat";;"124-65-2";;;;;;;
425;"Nitromethylidintrimethanol";;"126-11-4";;;;;;;
426;"Tosylchloramid";;"127-65-1";;;;11423;3752;;
427;"Kaliumdimethyldithiocarbamat";;"128-03-0";;;;;3790;;
428;"Natriumdimethyldithiocarbamat";;"128-04-1";;;;;;;
430;"Natrium 2-biphenylat";;"132-27-4";;;;3194;3484;;
431;"Methylanthranilat";;"134-20-3";;;;3192;1626;;"VAMXMNNIEUEQDV-UHFFFAOYSA-N"
432;"DEET";"DEET";"134-62-3";;168;47;213;1190;;"MMOXZBCLCQITDF-UHFFFAOYSA-N"
433;"Kaliummethyldithiocarbamat";;"137-41-7";;;;;2394;;"DQRQIQZHRCRSDB-UHFFFAOYSA-M"
434;"Metam-Natrium";;"137-42-8";;;;;447;;"AFCCDDWKHLHPDF-UHFFFAOYSA-M"
435;"Dinatriumcyandithiocarbamat";;"138-93-2";;;;;;;
436;"Benzododeciniumchlorid";;"139-07-1";;;;2785;;;
437;"Miristalkoniumchlorid";;"139-08-2";;;;10113;;;
438;"1,3-Bis(hydroxymethyl)harnstoff";;"140-95-4";;;;11097;3879;;
439;"Nabam";;"142-59-6";;;;;479;;"UQJQVUOTMVCFHX-UHFFFAOYSA-L"
440;"Laurinsäure";;"143-07-7";;;;;;;
441;"Benzothiazol-2-thiol";;"149-30-4";;;;3190;;;
442;"Naled";"Naled";"300-76-5";;;;11264;480;;"BUYMVQAILCEWRR-UHFFFAOYSA-N"
443;"Caprinsäure";;"334-48-5";"Decansäure";;;;3308;;
444;"2-Hydroxy-4-isopropyl-2,4,6-cycloheptatrien-1-on";;"499-44-5";;;;;;;
445;"Natriumbenzoat";;"532-32-1";;;;10414;;;
446;"Allethrin";"Allethrin";"584-79-2";;;;3215;22;1;"ZCVAOQKBXKSDMS-UHFFFAOYSA-N"
447;"Tolylfluanid";"Tolylfluanid";"731-27-1";;466;56233893;282;645;;"HYVWIQDYBVKITD-UHFFFAOYSA-N"
448;"Hydroxyl-2-pyridon";;"822-89-9";;;;;;;
449;"Dimethoxane";;"828-00-2";;;;;3900;;
450;"Terbutryn";"Terbutryn";"886-50-0";;447;202;306;624;;"IROINLKCQGIITA-UHFFFAOYSA-N"
451;"Dichlofluanid";"Dichlofluanid";"1085-98-9";;157;220;297;216;;"WURGXGVFSMYFCG-UHFFFAOYSA-N"
452;"Kupferthiocyanat";;"1111-67-7";;289;;;;;
453;"Tetradoniumbromid";;"1119-97-7";;;;10125;;;
455;"4,5-Dichlor-3H-1,2-dithiol-3-on";;"1192-52-5";;;;;;;
456;"Boroxid";;"1303-86-2";;;;;;;
457;"Calciumhydroxid";;"1305-62-0";;;;;110;;"AXCZMVOFGPJBDE-UHFFFAOYSA-L"
458;"Calciumoxid";;"1305-78-8";;;;;;;
459;"Zinksulfid";;"1314-98-3";;;;;;;
464;"Dinatriumtetraborat";;"1303-96-4";"Anorganische Borate (tetra und octaborat) mit unterschiedlichem Kristallwasser. Footprint ID für octaborat=2134, CasNR: 1330-43-. 12267-73-1-4. 12280-03-4";;;10417;2143;;"OJPFLODMGUZMKD-UHFFFAOYSA-N"
465;"Kupfernaphthenat";;"1338-02-9";;;;;2929;;"SEVNKWFHTNVOLD-UHFFFAOYSA-L"
466;"2-Butanon, Peroxid";;"1338-23-4";;;;;;;
467;"2,4-Dichlorbenzylalkohol";;"1777-82-8";;;;;3898;;
468;"Fluometuron";"Fluometuron";"2164-17-2";;;56233913;3709;336;;"RZILCCPWPBTYDO-UHFFFAOYSA-N"
469;"4-(2-Nitrobutyl)morpholin";;"2224-44-4";;;;;;;
470;"Laurylamindipropylendiamin";;"2372-82-9";;;;;;;
471;"Didecyldimethylammoniumbromid";;"2390-68-3";;;;10126;;;
472;"Tolnaftat";;"2398-96-1";;;;3131;;;"FUSNMLFNXJSCDI-UHFFFAOYSA-N"
473;"2,2’-Dithiobis[N-methylbenzamid]";;"2527-58-4";;;;;3897;;
474;"BIT";"Benzisothiazolinon";"2634-33-5";;3;56233748;301;1361;;"DMSMPAJRVJJAGA-UHFFFAOYSA-N"
475;"MI";"2-Methyl-2H-isothiazol-3-on";"2682-20-4";;10;56233850;281;2562;;"BEGLCMHJXHIJLR-UHFFFAOYSA-N"
476;"Sulfurylfluorid";;"2699-79-8";;432;;;1569;;"OBTWBSRJZRCYQV-UHFFFAOYSA-N"
477;"Troclosennatrium";;"2893-78-9";;;;;;;
478;"Natriumdichlorisocyanurat Dihydrat";;"51580-86-0";;498;;;;;
479;"Mecetroniumetilsulfat";;"3006-10-8";;;;;;;
480;"Bis(trichlormethyl)sulfon";;"3064-70-8";;;;;1621;;"YBNLWIZAWPBUKQ-UHFFFAOYSA-N"
481;"Triclosan";"Triclosan";"3380-34-5";;485;56233839;168;;;"XEFQLINVKFYRCS-UHFFFAOYSA-N"
482;"Oct-1-en-3-ol";;"3391-86-4";;;;;2063;;"VSMOENVRRABVKN-UHFFFAOYSA-N"
483;"(Ethylendioxy)dimethanol";;"3586-55-8";;;;;;;
484;"Chlorophacinon";;"3691-35-8";;112;;10947;146;;"UDHXJZHVNHGCEC-UHFFFAOYSA-N"
485;"Dipyrithion";;"3696-28-4";;;;;2764;;"ZHDBTKPXEJDTTQ-UHFFFAOYSA-N"
486;"Natrium 2,4,6-trichlorphenolat";;"3784-03-0";;;;;;;
487;"Pyridin-2-thiol-1-oxid, Natriumsalz";;"3811-73-2";;;;11426;;;
488;"Methenamin-3-chlorallylchlorid";;"4080-31-3";;;;;;;
489;"Triazinetriethanol";;"4719-04-4";;;;;3896;;
490;"Tetrahydro-1,3,4,6-tetrakis(hydroxymethyl)imidazo[4,5-d]imidazol-2,5(1H,3H)-dion";;"5395-50-6";;;;;;;
491;"Dimethyldioctylammoniumchlorid";;"5538-94-3";;;;;;;
492;"N,N′-Methylenbismorpholin";;"5625-90-1";;;;2987;;;
493;"Coumatetralyl";;"5836-29-3";;;;10945;182;;"ULSLJYXHZDTLQK-UHFFFAOYSA-N"
